,element_type,osmid,geometry,name,amenity,landuse,shop
32346,way,111307158,POINT (30.2560614 59.9832246),,place_of_worship,,
32347,way,111307159,POINT (30.2559442 59.9832265),,place_of_worship,,
32348,way,111535658,POINT (30.608556 60.0053896),,,,convenience
32349,way,111535659,POINT (30.6011779 60.0044556),,,,convenience
32350,way,111543144,POINT (30.6470187 60.0199907),"ТРК ""Юбилейный""",,,mall
32351,way,111826742,POINT (30.4256709 59.9828302),Лукойл,fuel,,
32352,way,111829470,POINT (30.6486824 60.0167362),,pharmacy,,
32353,way,111944528,POINT (30.2538549 59.9479162),Церковь Святого Воскресения,place_of_worship,,
32354,way,112390924,POINT (30.4729864 59.9579423),Роснефть,fuel,,
32355,way,112455025,POINT (30.608284 60.0049568),,,,convenience
32356,way,113515963,POINT (30.4769557 59.9524063),Пятёрочка,,,supermarket
32357,way,113697476,POINT (30.7001907 60.0464852),Хлебник,cafe,,bakery
32358,way,113697478,POINT (30.699306 60.046324),Магнит,,,supermarket
32359,way,113849983,POINT (30.4333808 60.0043172),,,commercial,
32360,way,115593189,POINT (30.3284298 59.9631717),Дошкольное отделение лицея № 82,school,,
32361,way,115593191,POINT (30.3232501 59.9616256),Лицей № 82,school,,
32362,way,115594048,POINT (30.2283981 60.0288541),Православная церковь,place_of_worship,,
32363,way,115635267,POINT (30.6420351 60.0238591),,cafe,,
32364,way,115948164,POINT (30.6592783 59.9957397),Продукты,,,convenience
32365,way,116398370,POINT (30.3256803 59.9517134),Часовня во имя Святой Троицы,place_of_worship,,
32366,way,116587338,POINT (30.2482338 59.973298),Пирс,cafe,,
32367,way,116643414,POINT (30.2974345 60.0071467),Nord Point,fuel,,
32368,way,116805947,POINT (30.205697 59.9998859),Гимназия № 540,school,,
32369,way,117399197,POINT (30.4773994 59.9559179),Автодорожный колледж. Площадка № 2,college,,
32370,way,117478061,POINT (30.2908465 59.952437),Часовня Александра Невского,place_of_worship,,
32371,way,117958400,POINT (30.4612345 59.9507958),Поляна,,,convenience
32372,way,118116795,POINT (30.45199 59.9903392),Лукойл,fuel,,
32373,way,118133922,POINT (30.634411 60.0296547),Продукты,,,convenience
32374,way,118142630,POINT (30.2133977 60.1447936),Норман,,,convenience
32375,way,118142661,POINT (30.2188229 60.1401668),Продукты,,,convenience
32376,way,118142696,POINT (30.2114799 60.1420474),Продукты,,,convenience
32377,way,118142710,POINT (30.2124212 60.1476857),Детская поликлиника,doctors,,
32378,way,118174374,POINT (30.3777015 60.0868318),,,retail,
32379,way,118396506,POINT (30.1772809 60.1716115),,,,car_repair
32380,way,118523906,POINT (30.4077882 59.9548782),Лукойл,fuel,,
32381,way,118524712,POINT (30.093222 60.1899878),Стройбаза 36 км,marketplace,retail,doityourself
32382,way,118729769,POINT (30.4137344 59.9599591),"ТЦ ""Орловский""",,,mall
32383,way,118861731,POINT (30.2480091 59.9557381),Лукойл,fuel,,
32384,way,119241181,POINT (30.2592728 60.0954386),Стройбаза,marketplace,retail,
32385,way,121034630,POINT (30.4720787 60.1377538),Магазин 7,,,convenience
32386,way,121541360,POINT (30.4892967 59.9489097),Перекрёсток,,,supermarket
32387,way,121657835,POINT (30.2980592 60.0787275),Церковь Петра и Павла,place_of_worship,,
32388,way,122197088,POINT (30.4330075 59.9774479),Лукойл,fuel,,
32389,way,122603236,POINT (30.3168568 59.9920162),Специальная коррекционная школа №13,school,,
32390,way,123078116,POINT (30.2890306 60.0702153),Выставка Коттеджи в Озерках,,retail,
32391,way,123078117,POINT (30.2899652 60.0696648),Центр фермерской торговли «Озерки»,marketplace,retail,
32392,way,123105838,POINT (30.4757298 59.9589151),Татнефть,fuel,,
32393,way,123338544,POINT (30.3078999 60.0234391),Церковь св. вмч. Пантелеймона,place_of_worship,,
32394,way,123338815,POINT (30.3720372 59.9652569),ПТК,fuel,,
32395,way,123338818,POINT (30.371113 60.0539859),Роснефть,fuel,,
32396,way,123338826,POINT (30.4361274 60.0060844),Роснефть,fuel,,
32397,way,123338844,POINT (30.3732699 60.0700446),Роснефть,fuel,,
32398,way,123338845,POINT (30.3805625 59.9953834),Роснефть,fuel,,
32399,way,123425083,POINT (30.307335 60.0164759),Автомойка 24 часа,car_wash,,
32400,way,123465732,POINT (30.30005 60.0328544),Приход храма всех святых в память воинов погибших при исполнении служебного долга,place_of_worship,,
32401,way,123465857,POINT (30.305245 60.0283776),,,,car_repair
32402,way,123698739,POINT (30.4147619 60.0110816),Тихвинской иконы Божей Матери,place_of_worship,,
32403,way,123739333,POINT (30.3120373 60.0306873),Петербургская усадьба,college,,
32404,way,123739399,POINT (30.3134951 60.033285),Дом молитвы на Поклонной горе,place_of_worship,,
32405,way,123739646,POINT (30.31124 60.0347096),,restaurant,,
32406,way,124253683,POINT (30.4949195 60.209823),,,,convenience
32407,way,124266700,POINT (30.556123 60.2448055),,,,convenience
32408,way,124332548,POINT (30.3006527 60.0267202),Школа № 253,school,,
32409,way,124410530,POINT (30.1460637 60.1244265),Школа № 466,school,,
32410,way,124857265,POINT (30.2943195 60.0149883),Бизнес-центр «Содружество»,,commercial,
32411,way,124915675,POINT (30.3155543 59.9561657),ParkKing,restaurant,,
32412,way,125067809,POINT (30.2678196 60.0152197),Детская поликлиника № 77,doctors,,
32413,way,125067835,POINT (30.2633015 60.0148691),Поликлиника № 111,clinic,,
32414,way,125067898,POINT (30.2692916 60.0082117),Начальная школа-детский сад № 682,school,,
32415,way,125091142,POINT (30.3225086 60.1825212),Дикси,,,supermarket
32416,way,125091149,POINT (30.2933518 60.2200754),,,,convenience
32417,way,125091152,POINT (30.3165581 60.1767893),Магнит,,,supermarket
32418,way,125091153,POINT (30.3175886 60.1666845),Продукты,,,convenience
32419,way,125392174,POINT (30.2115334 59.9983422),Школа № 630,school,,
32420,way,125841365,POINT (30.2935878 60.0103398),Городская стоматологическая поликлиника №33,dentist,,
32421,way,125841819,POINT (30.2801821 60.0147555),Школа № 59,school,,
32422,way,125944418,POINT (30.4880184 60.1154629),Онкологический диспансер им.ЛД Романа,hospital,,
32423,way,126207085,POINT (30.4807841 59.9520213),Гимназия № 196,school,,
32424,way,126230901,POINT (30.4253247 60.0392045),Лукойл,fuel,,yes
32425,way,126231631,POINT (30.4315137 60.0264838),Киришиавтосервис,fuel,,
32426,way,126304126,POINT (30.2890781 60.0701908),Автозапчасти Z24,,,car_repair
32427,way,126404645,POINT (30.17263 60.1352178),,,,convenience
32428,way,126423284,POINT (30.3540823 60.0064065),Продукты,,,convenience
32429,way,126505572,POINT (30.4355396 59.9739947),Skoda,,,car
32430,way,126506119,POINT (30.4362146 59.9757116),Автогалактика,,retail,car
32431,way,126521744,POINT (30.3302065 60.0034636),"Университетский политехнический колледж ""Радиополитехникум""",college,,
32432,way,126521882,POINT (30.3496091 60.0083376),Институт эволюционной физиологии и биохимии им. Сеченова,university,,
32433,way,126521924,POINT (30.3446846 60.0359664),Сосновский,,,mall
32434,way,126521954,POINT (30.3331382 60.005083),SPOT,,,car_repair
32435,way,126639205,POINT (30.3035858 59.9913792),Гимназия № 116,school,,
32436,way,126639214,POINT (30.3124888 59.9951629),Школа № 109,school,,
32437,way,127409583,POINT (30.4062894 59.9757323),Лукойл,fuel,,
32438,way,127409586,POINT (30.4012827 59.975157),Продукты,,,convenience
32439,way,127538649,POINT (30.357962 59.9861024),Бизнес-центр «Ленинградский завод торгового оборудования»,,commercial,
32440,way,127617904,POINT (30.3952359 59.9796086),,,,convenience
32441,way,127679195,POINT (30.3609086 60.0872626),Газпромнефть,fuel,,
32442,way,127679196,POINT (30.3636765 60.0866726),Nord Point,fuel,,
32443,way,128041285,POINT (30.4275991 60.0307966),Домик,,,convenience
32444,way,128061491,POINT (30.2512696 60.0134628),Продукты,,,convenience
32445,way,128285445,POINT (30.3002408 59.9756099),"Центр восстановительного лечения ""Детская психиатрия""",hospital,,
32446,way,128313482,POINT (30.4930811 60.1093349),Школа №2,school,,
32447,way,128346224,POINT (30.3108496 60.0530903),Авеню,,,mall
32448,way,128561860,POINT (30.2961427 59.9815338),Городской клинический онкологический диспансер,hospital,,
32449,way,128820143,POINT (30.3193786 59.9606599),Школа № 80,school,,
32450,way,128859917,POINT (30.2648888 60.0033148),ТЦ Круиз,,,mall
32451,way,128859946,POINT (30.2668989 60.0001642),,,retail,
32452,way,128931236,POINT (30.359807 60.0827769),Газпромнефть,fuel,,
32453,way,128931250,POINT (30.3438672 60.066524),Лукойл,fuel,,
32454,way,129087265,POINT (30.2642726 60.0032613),,,retail,
32455,way,130207859,POINT (30.3895298 60.0146299),О’Кей,,,supermarket
32456,way,130318964,POINT (30.5179611 60.1493296),Пятёрочка,,,supermarket
32457,way,130681669,POINT (30.4787273 60.0585741),,,,convenience
32458,way,131317132,POINT (30.3658734 60.0317176),Ресторан Чабрец,restaurant,,
32459,way,131707587,POINT (30.4227177 60.0320793),Детская поликлиника № 59,doctors,,
32460,way,131707820,POINT (30.42278 60.0310455),Поликлиника № 86,doctors,,
32461,way,131908070,POINT (30.3822883 60.0085099),GidroМойка,car_wash,,
32462,way,131908071,POINT (30.3823667 60.0089702),,,,car_repair
32463,way,132016238,POINT (30.3630365 59.9970701),"Развал/схождение, слесарные работы",,,car_repair
32464,way,132064646,POINT (30.4068068 59.995312),Neste Express,fuel,,
32465,way,132186779,POINT (30.3647556 60.0356161),Рандеву,restaurant,,
32466,way,132186861,POINT (30.3453834 60.0316934),Лукойл,fuel,,
32467,way,132189080,POINT (30.3118085 60.0276831),Школа № 102,school,,
32468,way,132189118,POINT (30.3070738 60.0537098),Храм Спаса Нерукотворного,place_of_worship,,
32469,way,132189120,POINT (30.3070296 60.0531663),Церковь во имя святого благоверного великого князя Александра Невского на Шуваловском кладбище,place_of_worship,,
32470,way,132276864,POINT (30.4129316 60.0292113),,,,convenience
32471,way,132644770,POINT (30.4120338 60.0338421),Школа № 72,school,,
32472,way,132663278,POINT (30.4335399 60.2204313),Продукты,,,convenience
32473,way,132663280,POINT (30.4336112 60.2210419),Нептун,,,convenience
32474,way,132665548,POINT (30.3679276 60.0006422),СПбГПУ Кафедра подъемно-транспортных и строительных машин - Лаборатория технической диагностики,university,,
32475,way,132694954,POINT (30.4385556 60.0054564),Город русских машин,,,car
32476,way,132729955,POINT (30.4355515 59.9528108),Neste Express,fuel,,
32477,way,132740451,POINT (30.3510256 59.9678771),Блиц-Тоннель,car_wash,,
32478,way,132750317,POINT (30.4451706 59.9607411),Лукойл,fuel,,
32479,way,132850625,POINT (30.3367564 60.0350597),Лицей № 101,school,,
32480,way,133284511,POINT (30.3031031 60.2154035),"МОБУ ""Агалатовская средняя школа""",school,,
32481,way,133284514,POINT (30.3020441 60.2158097),"Торговый центр ""Агалатово""",,,mall
32482,way,133284517,POINT (30.3044471 60.2163708),Поликлиника № 119,clinic,,
32483,way,133518618,POINT (30.3370456 60.0343642),Школа № 468,school,,
32484,way,133663219,POINT (30.3243361 60.0262837),Поляна,restaurant,,
32485,way,134205808,POINT (30.4402656 59.976821),Белый дракон,,,car_parts
32486,way,134419490,POINT (30.2876639 59.9747671),Школа «РИД»,school,,
32487,way,134426973,POINT (30.218583 59.9450187),Детская поликлиника №1,clinic,,
32488,way,135291603,POINT (30.4204903 60.0238769),Продукты,,,convenience
32489,way,135841304,POINT (30.396371 60.0036119),Лицей № 470,school,,
32490,way,135841305,POINT (30.3913508 60.0023128),Школа № 111,school,,
32491,way,135841306,POINT (30.3960126 60.0065565),Лицей № 470,school,,
32492,way,135995475,POINT (30.3001217 60.0444617),Институт специальной педагогики и психологии им. Рауля Валленберга,doctors,,
32493,way,136056022,POINT (30.311614 60.0231291),,,,car_repair
32494,way,136056042,POINT (30.3110325 60.0250517),Ремонт бамперов,,,car_repair
32495,way,136095051,POINT (30.3760888 60.0145003),Школа № 145,school,,
32496,way,136170878,POINT (30.3778612 60.0211362),Гимназия № 148 имени Сервантеса,school,,
32497,way,136189724,POINT (30.3671188 60.0256662),,,,convenience
32498,way,136543354,POINT (30.3527727 59.9851052),,,retail,
32499,way,136564047,POINT (30.2542644 60.0237046),Школа № 595,school,,
32500,way,136616877,POINT (30.3292613 60.0271684),Мойка 24,car_wash,,
32501,way,136633733,POINT (30.3831764 60.0247806),Аптечный пункт,pharmacy,,
32502,way,136633736,POINT (30.3772669 60.0232102),Sampo,,,supermarket
32503,way,136913636,POINT (30.3557579 60.1814202),,,retail,garden_centre
32504,way,136913637,POINT (30.3629415 60.1785484),Татнефть,fuel,,
32505,way,136913869,POINT (30.2834577 59.9620012),,,commercial,
32506,way,136930878,POINT (30.2618395 59.9529216),Лукойл,fuel,,
32507,way,136937950,POINT (30.284344 59.967733),,,commercial,
32508,way,137045678,POINT (30.2564719 59.9479809),Роснефть,fuel,,
32509,way,137045682,POINT (30.2592152 59.9488142),Государственный институт психологии и социальной работы,university,,
32510,way,137082876,POINT (30.2661483 60.0002046),,,retail,
32511,way,137082877,POINT (30.2719708 60.0033303),,,retail,
32512,way,137082878,POINT (30.2741387 60.0039265),,,commercial,
32513,way,137082879,POINT (30.2605453 60.0064561),,,retail,
32514,way,137234756,POINT (30.227118 60.0249292),Берёзка,,,convenience
32515,way,137234765,POINT (30.2199403 60.0282443),Продукты,,,convenience
32516,way,137338842,POINT (30.3401659 59.9578274),,,commercial,
32517,way,137446439,POINT (30.2277297 60.0233264),Политехнический колледж городского хозяйства,college,,
32518,way,137446452,POINT (30.2189795 60.0260316),Школа № 246 (начальная и средняя школа),school,,
32519,way,137532038,POINT (30.4431479 60.0437295),Церковь святой великомученицы Екатерины,place_of_worship,,
32520,way,137560532,POINT (30.6070597 60.0087712),Церковь Константина и Елены,place_of_worship,,
32521,way,137570515,POINT (30.3915628 60.0645456),,car_wash,,car_repair
32522,way,137839931,POINT (30.2033236 59.9881265),,,commercial,
32523,way,138349493,POINT (30.2898945 60.0065734),,,retail,
32524,way,138357649,POINT (30.2960467 60.0034305),,,retail,
32525,way,138447694,POINT (30.3391483 59.9666502),,,commercial,
32526,way,138447697,POINT (30.3384779 59.9684282),,,commercial,
32527,way,138467545,POINT (30.3412038 60.0017998),Продукты,,,convenience
32528,way,138472938,POINT (30.3383602 59.9629005),,,,car_repair
32529,way,138624122,POINT (30.3386387 59.9657802),Бизнес-центр «Нобель»,,commercial,
32530,way,138646336,POINT (30.342446 60.0692904),ПитерБасЦентр,,commercial,car
32531,way,138646338,POINT (30.342446 60.0692904),Полюстрово-Авто,,commercial,car_repair
32532,way,138653773,POINT (30.3375069 60.0686891),,,commercial,
32533,way,138775791,POINT (30.3361221 59.9793842),,,commercial,
32534,way,138781426,POINT (30.3275825 59.9847028),,,commercial,
32535,way,138781427,POINT (30.32239 59.9889751),,,retail,
32536,way,138781428,POINT (30.3302839 59.9849632),,,commercial,
32537,way,139047695,POINT (30.3496589 59.9794786),Школа «Менахем»,school,,
32538,way,139047696,POINT (30.3476833 59.9831597),Школа № 123,school,,
32539,way,139154668,POINT (30.3182269 59.9900889),Таксопарк,,commercial,
32540,way,139277884,POINT (30.3216726 59.9813326),,,commercial,
32541,way,139904185,POINT (30.3355141 59.9724829),Деловой квартал «Выборгская набережная»,,commercial,
32542,way,140281547,POINT (30.3406225 59.9725738),Городская поликлиника №14 поликлиническое отделение №13,doctors,,
32543,way,140287315,POINT (30.3444353 59.9735758),Военный институт физической культуры,university,military,
32544,way,140597016,POINT (30.3267335 59.9925246),Межрайонный Петроградско-Приморский противотуберкулёзный диспансер №3,doctors,,
32545,way,141461334,POINT (30.3315542 59.9671007),НИИ кораблестроения и вооружения ВМФ ВУНЦ ВМФ «Военно-морская академия»,research_institute,commercial,
32546,way,141508746,POINT (30.2124385 60.0998455),Поликлиническое отделение №29,doctors,,
32547,way,141508804,POINT (30.2092527 60.1014316),,place_of_worship,,
32548,way,141512721,POINT (30.1698724 60.1219579),Поликлиника №70,doctors,,
32549,way,141678090,POINT (30.2524168 60.1106842),,dentist,,
32550,way,141678152,POINT (30.2536467 60.110243),Фермер,,,convenience
32551,way,141733182,POINT (30.1572667 60.1226618),Город 78,,,bakery
32552,way,141747657,POINT (30.1428543 60.1292664),,,,convenience
32553,way,141747747,POINT (30.1271395 60.1235768),Продукты,,,convenience
32554,way,141820179,POINT (30.2386624 60.1140729),Лукойл,fuel,,
32555,way,142019400,POINT (30.2540296 60.1100079),,,,convenience
32556,way,142160538,POINT (30.2740264 60.1100212),Евангелическо-лютеранская церковь Хаапакангас,place_of_worship,,
32557,way,142332944,POINT (30.402818 60.0440657),торговый комплекс Тимуровский,,,mall
32558,way,142433179,POINT (30.4090307 60.0387678),Вкусно — и точка,fast_food,,
32559,way,142681022,POINT (30.3548445 60.1076584),,,,convenience
32560,way,142692546,POINT (30.4272825 60.1109232),Дикси,,,supermarket
32561,way,142695694,POINT (30.4316044 60.1097971),,,,convenience
32562,way,142719572,POINT (30.2948279 60.0138001),Газпромнефть,fuel,,
32563,way,142751002,POINT (30.3153669 60.0478554),,,retail,
32564,way,142751003,POINT (30.309178 60.0554525),,,retail,
32565,way,143470997,POINT (30.2971883 59.9972323),,,commercial,
32566,way,143481506,POINT (30.2983588 59.9951497),,,retail,
32567,way,143561931,POINT (30.292979 59.9965495),,,commercial,
32568,way,143563748,POINT (30.2823723 59.9943132),,,commercial,
32569,way,143657459,POINT (30.3500323 60.0482735),Прогимназия № 130,school,,
32570,way,143755341,POINT (30.3872025 60.0383355),Церковь Св. Антония Сийского,place_of_worship,,
32571,way,143758580,POINT (30.213923 60.0030431),Школа № 655,school,,
32572,way,143814318,POINT (30.4639301 60.0436231),Продукты,,,convenience
32573,way,143973096,POINT (30.3784991 60.0379018),Школа № 692,school,,
32574,way,143973446,POINT (30.377049 60.0352165),Дошкольное отделение школы № 619,school,,
32575,way,144145199,POINT (30.356042 60.0572659),"Автосервис ""Каретный двор""",,retail,car_repair
32576,way,144145201,POINT (30.3614053 60.05606),,,retail,
32577,way,144145203,POINT (30.3607918 60.0559032),Лукойл,fuel,,
32578,way,144447296,POINT (30.3130322 60.0164045),,,retail,
32579,way,144718102,POINT (30.2965219 60.0088612),,,retail,
32580,way,145130177,POINT (30.4133671 60.0371915),ТК «Северная галерея»,,,mall
32581,way,145342626,POINT (30.3553878 59.9927304),H2O,car_wash,,
32582,way,145347115,POINT (30.3573575 59.9986355),,car_wash,,
32583,way,145766650,POINT (30.4334866 60.110045),,,,car_repair
32584,way,146662566,POINT (30.4529728 60.0483301),Церковь ЕХБ «Воскресение»,place_of_worship,,
32585,way,146662591,POINT (30.4459307 60.0527511),Супер Лента,,,supermarket
32586,way,146774919,POINT (30.3174766 60.0382034),"Торгово-развлекательный комплекс ""Вираж""",,,mall
32587,way,147473957,POINT (30.2580814 59.9842591),,,commercial,
32588,way,147473967,POINT (30.253693 59.9840902),,,retail,
32589,way,147677430,POINT (30.2702598 59.9918674),церковь Серафима Саровского,place_of_worship,,
32590,way,147911108,POINT (30.2011948 60.0086683),,,retail,
32591,way,147911881,POINT (30.2446365 60.0079532),,,retail,
32592,way,147922167,POINT (30.2833764 60.0054225),,,retail,
32593,way,147922168,POINT (30.2808979 60.0055721),,,retail,
32594,way,148198549,POINT (30.3016189 59.9618786),"Храм во имя иконы Божьей Матери ""Всех скорбящих Радосте""",place_of_worship,,
32595,way,148234947,POINT (30.2192125 59.9445472),Школа № 12,school,,
32596,way,148607864,POINT (30.4330016 60.0244136),,,retail,
32597,way,148610747,POINT (30.4352543 60.0163599),H2O,car_wash,,
32598,way,148619256,POINT (30.4199427 60.0324193),Школа № 89 (начальные классы),school,,
32599,way,148824099,POINT (30.3208378 60.0487907),Дошкольное отделение школы № 457,school,,
32600,way,148877365,POINT (30.3582049 60.0402072),Школа № 62 (начальные классы),school,,
32601,way,149469795,POINT (30.3582035 60.0369415),,doctors,,
32602,way,150077995,POINT (30.3781202 60.0056747),Погребок,cafe,,
32603,way,150972256,POINT (30.3749989 60.0030307),Лицей «Физико-техническая школа» СПбАУ РАН,school,,
32604,way,151374820,POINT (30.1890538 60.1227561),"Часовня во имя Иконы Божьей Матери ""Всецарица""",place_of_worship,,
32605,way,151591433,POINT (30.4606629 59.9600213),Лукойл,fuel,,
32606,way,151731090,POINT (30.4138878 59.9716464),Роснефть,fuel,,
32607,way,151810413,POINT (30.2445571 59.9866704),Рольф Лахта Mazda и Mitsubishi,,,car
32608,way,151810448,POINT (30.2479541 59.9858968),ДефектовНет,,,car_repair
32609,way,151810544,POINT (30.2862105 59.9880863),Школа № 53,school,,
32610,way,151815007,POINT (30.3537391 59.9890362),Лукойл,fuel,,
32611,way,151990312,POINT (30.3598257 60.0356006),Ленинградская областная клиническая больница,hospital,,
32612,way,152190344,POINT (30.0945204 59.9986156),Teboil,fuel,,
32613,way,152190345,POINT (30.0986632 59.998485),Лукойл,fuel,,
32614,way,152196033,POINT (30.2275474 59.9825215),,,retail,
32615,way,152199396,POINT (30.2613202 59.986868),Гимназия № 631,school,,
32616,way,152851196,POINT (30.3146389 60.0178981),,cafe,,
32617,way,153033296,POINT (30.2753993 60.0747403),Роснефть,fuel,,
32618,way,153033305,POINT (30.2757712 60.0745278),Вкусно — и точка,fast_food,,
32619,way,153208906,POINT (30.2983848 59.9563393),Академия танца Бориса Эйфмана,college,,
32620,way,153371986,POINT (30.4383735 60.0341247),АНТЕЛЛ,,,car_repair
32621,way,153740900,POINT (30.2711156 60.0014564),КВД № 4 Приморского района,doctors,,
32622,way,153840929,POINT (30.3317012 60.003733),,,,car_repair
32623,way,153840930,POINT (30.3315655 60.0038402),,,,car_repair
32624,way,153840932,POINT (30.3310113 60.0032665),Burj Khalifa,fast_food,,
32625,way,154151251,POINT (30.2559674 59.9910955),"торгово-развлекательный комплекс ""Гулливер""",,retail,
32626,way,154186383,POINT (30.3765351 59.9945028),"Колледж ""ПетроСтройСервис""",college,,
32627,way,154228710,POINT (30.3492449 59.9911349),Роснефть,fuel,,
32628,way,154241961,POINT (30.3544388 59.9922458),ТопСис,fuel,,
32629,way,154259279,POINT (30.3679016 59.9885084),Газпромнефть,fuel,,
32630,way,154259312,POINT (30.3650333 59.9871269),,,commercial,
32631,way,154513058,POINT (30.3269627 60.0398917),Гимназия № 73,school,,
32632,way,154911997,POINT (30.4590319 59.9796707),Петрович,,retail,
32633,way,155101535,POINT (30.2864058 60.0310465),Карда,,,convenience
32634,way,155456833,POINT (30.4017104 59.9897312),Церковь Иоанна Богослова,place_of_worship,,
32635,way,156059230,POINT (30.5494583 60.1553622),Кафе-бистро,cafe,,
32636,way,156227767,POINT (30.2439006 59.9514928),Школа-интернат № 576,school,,
32637,way,156672314,POINT (30.3037015 60.001972),ЕвроАвто,,,car_repair
32638,way,158231301,POINT (30.6588107 59.9531501),Храм Благовещения Пресвятой Богородицы,place_of_worship,,
32639,way,158544003,POINT (30.3502225 59.9679651),Neste Express,fuel,,
32640,way,158544492,POINT (30.3542215 59.9707918),Мастер шин,,,car_repair
32641,way,158593763,POINT (30.5242369 60.1729638),Лето,,,convenience
32642,way,159139968,POINT (30.5417286 60.1653797),,,,car_parts
32643,way,159231350,POINT (30.5333986 60.1604602),Фанко,,,convenience
32644,way,159249897,POINT (30.3804131 59.9472961),Церковь иконы Божией Матери «Знамение»,place_of_worship,,
32645,way,159640331,POINT (30.4067743 60.0130654),Школа № 121,school,,
32646,way,160093054,POINT (30.3112319 59.964589),Центральная районная библиотека имени А. С. Пушкина,library,,
32647,way,160219188,POINT (30.3914116 60.0676042),Гарнизонный храм Августовской иконы Божией Матери,place_of_worship,,
32648,way,160415615,POINT (30.5462548 60.1700536),Пятёрочка,,,supermarket
32649,way,160415619,POINT (30.5454709 60.1693057),Эверест Авто,,,car_repair
32650,way,160528138,POINT (30.5411999 60.1646985),,,retail,
32651,way,160781399,POINT (30.4275223 59.977205),Школа № 521,school,,
32652,way,160807113,POINT (30.4236647 59.9809147),Храм Благовещения Пресвятой Богородицы,place_of_worship,,
32653,way,160807125,POINT (30.4233037 59.9806718),Храм Рождества Христова,place_of_worship,,
32654,way,160894425,POINT (30.6602085 59.9910063),,,retail,
32655,way,160916003,POINT (30.4040592 60.0424354),Лицей № 144 (начальная школа),school,,
32656,way,161236577,POINT (30.54121 60.1603087),Храм-Колкольня святого Игоря Черниговского,place_of_worship,,
32657,way,162145887,POINT (30.4518066 59.9529092),Ириновский автоцентр,,retail,
32658,way,162257184,POINT (30.3743893 60.0380639),Гимназия № 63,school,,
32659,way,162266558,POINT (30.1919271 59.9873272),Продукты,,,convenience
32660,way,162605284,POINT (30.3684192 60.0331773),ТРК «Родео Драйв»,,,mall
32661,way,163124449,POINT (30.3908314 60.0031583),,,,convenience
32662,way,163124450,POINT (30.3878948 59.9992221),Продукты,,,convenience
32663,way,163124649,POINT (30.392518 60.0072051),Продукты,,,convenience
32664,way,163209923,POINT (30.2446227 60.0164816),ТРК «Пять озёр»,,,mall
32665,way,163223108,POINT (30.4385459 59.9635651),Русавто,,,car_repair
32666,way,163560610,POINT (30.4388404 59.9675459),,,retail,
32667,way,163568389,POINT (30.2295555 59.9860463),,,retail,
32668,way,163568390,POINT (30.2257314 59.9871837),,,retail,
32669,way,163856666,POINT (30.2035653 59.9860955),ТРК «Атлантик Сити»,,,mall
32670,way,164024137,POINT (30.3277975 60.0757183),Храм во имя Святых Мучеников младенцев Вифлеемских,place_of_worship,,
32671,way,164795320,POINT (30.2483277 59.9908438),,,retail,
32672,way,164924663,POINT (30.2270204 60.0218062),,,retail,
32673,way,165271350,POINT (30.2637936 60.0841013),Продукты,,,convenience
32674,way,165271351,POINT (30.2616556 60.0860589),Продукты,,,convenience
32675,way,165333104,POINT (30.2203586 60.1432071),Детский сад,school,,
32676,way,165333113,POINT (30.2048253 60.1516697),,car_wash,,
32677,way,165333131,POINT (30.2087567 60.1413353),,marketplace,retail,
32678,way,165356157,POINT (30.1473074 60.1254165),Часовня преподобного Серафима Саровского,place_of_worship,,
32679,way,165967142,POINT (30.3884744 60.0430689),H2O,car_wash,,
32680,way,166597090,POINT (30.3959713 60.0675448),Бугровская средняя общеобразовательная школа №1,school,,
32681,way,166656592,POINT (30.3936807 60.0677468),,,,convenience
32682,way,166656594,POINT (30.3964532 60.0740628),,car_wash,,
32683,way,166656606,POINT (30.3909847 60.0692177),,,,convenience
32684,way,166656649,POINT (30.3937008 60.0687212),,,retail,
32685,way,166980606,POINT (30.3091392 60.0453514),,school,,
32686,way,166980813,POINT (30.301931 60.0473574),Библиотечный культурно-досуговый центр «Старт»,library,,
32687,way,166981092,POINT (30.3140312 60.0440231),,,,alcohol
32688,way,166981095,POINT (30.3189299 60.0346091),,fuel,,
32689,way,167104935,POINT (30.5529122 60.2422151),Лотос-3,,,convenience
32690,way,167304464,POINT (30.2335546 59.988056),,,retail,
32691,way,167304639,POINT (30.2438083 59.9868257),,,retail,
32692,way,167703351,POINT (30.5149484 59.9833572),Киришиавтосервис,fuel,,
32693,way,167703365,POINT (30.5147906 59.9831184),,car_wash,,
32694,way,167809548,POINT (30.63732 60.0238262),Продукты,,,convenience
32695,way,168249572,POINT (30.213018 59.9938564),,,retail,
32696,way,168522185,POINT (30.6320565 60.0243894),Народная аптека,pharmacy,,
32697,way,168659573,POINT (30.3539407 60.1658642),,fuel,commercial,
32698,way,168926304,POINT (30.3120435 60.0548726),Лицей № 486 (начальные классы),school,,
32699,way,169215407,POINT (30.2397648 60.018689),Школа № 580,school,,
32700,way,169848473,POINT (30.462786 59.9551096),,,commercial,
32701,way,169848474,POINT (30.4479342 59.955216),Бизнес-центры «Ника» и «Сокол»,,commercial,
32702,way,170499127,POINT (30.2518736 60.0224645),Шаверма,fast_food,,
32703,way,170842038,POINT (30.6458471 59.9932503),Школа №6,school,,
32704,way,171381375,POINT (30.2913369 59.9546737),Совкомбанк,bank,,
