name_1,geometry
Сбербанк,"LINESTRING (30.4154115 59.7258863, 30.415858041416953 59.725321513162655)"
Ива,"LINESTRING (30.3278903 59.8405346, 30.327590959348555 59.83997968020968)"
,"LINESTRING (30.2925696 59.8478773, 30.292590979260947 59.84820686173)"
Детское отделение городской поликлиники № 27,"LINESTRING (30.299663 59.9237497, 30.299683570989718 59.92365434053449)"
Полюбви,"LINESTRING (30.3062154 59.9287897, 30.306195505649892 59.928877059074665)"
Полюбви,"LINESTRING (30.3062154 59.9287897, 30.306195505649892 59.928877059074665)"
BQ,"LINESTRING (30.2848977 59.9238156, 30.28487497874916 59.923913116718275)"
Твоя экономия,"LINESTRING (30.2847044 59.923686, 30.284582777235634 59.92357617536228)"
Бочки,"LINESTRING (30.2848282 59.9238001, 30.284805631990423 59.92389695902626)"
,"LINESTRING (30.2862147 59.9241133, 30.28618995459253 59.92421950414103)"
Анталия,"LINESTRING (30.3474549 59.9209349, 30.347580878820935 59.92086351565939)"
Сбербанк,"LINESTRING (30.3449348 59.9215138, 30.34496748282896 59.92140242941996)"
Killfish,"LINESTRING (30.3387579 59.9245477, 30.33871919867085 59.92464482770603)"
,"LINESTRING (30.2465644 59.8590764, 30.24656596533847 59.85948064127545)"
,"LINESTRING (30.2482166 59.8522739, 30.24821601399712 59.85195481221874)"
Кореана,"LINESTRING (30.1910756 59.8241206, 30.191054114231637 59.823626182575204)"
Кореана,"LINESTRING (30.3917178 59.8826655, 30.391323514415067 59.88207864541277)"
,"LINESTRING (30.391642 59.8827162, 30.391247819576762 59.8821295019354)"
Кореана,"LINESTRING (30.3382763 59.8988301, 30.3379512 59.8991948)"
Кореана,"LINESTRING (30.3382763 59.8988301, 30.3379512 59.8991948)"
,"LINESTRING (30.3383136 59.898881, 30.3379512 59.8991948)"
,"LINESTRING (30.3383136 59.898881, 30.3379512 59.8991948)"
,"LINESTRING (30.4185674 59.8976842, 30.41882553816394 59.89712558501231)"
Тётя Аида,"LINESTRING (30.2950918 59.9319737, 30.295069645563064 59.932050287632876)"
Винлаб,"LINESTRING (30.2955302 59.9321013, 30.29550825495045 59.93217716378309)"
Серебряный век,"LINESTRING (30.348238 59.9210809, 30.347928680596183 59.9212581324456)"
ФармShop,"LINESTRING (30.3477528 59.9214599, 30.347879989751576 59.92138700762775)"
Хинкали Хачапури,"LINESTRING (30.3483901 59.9217594, 30.348258870576757 59.92183454331864)"
Восток-Сервис,"LINESTRING (30.3314313 59.9132481, 30.331497766358286 59.913068580408655)"
OLA Studio,"LINESTRING (30.393659 59.8598759, 30.39375362896993 59.8595215805871)"
Теремок,"LINESTRING (30.3641292 59.9335664, 30.364247851333275 59.933426638699494)"
Британские пекарни,"LINESTRING (30.3696693 59.937985, 30.36968987451548 59.93806075923533)"
Автосервис АВАНТ,"LINESTRING (30.3796038 59.931831, 30.37992970244215 59.93188631253809)"
Дикси,"LINESTRING (30.367046 59.9392674, 30.366798931010813 59.939368367202015)"
Дикси,"LINESTRING (30.367046 59.9392674, 30.366798931010813 59.939368367202015)"
Первая помощь,"LINESTRING (30.3269083 59.8278937, 30.326668913885133 59.82995905902633)"
SteakClub,"LINESTRING (30.3258518 59.8290001, 30.32575295655179 59.829852894691406)"
Кисс,"LINESTRING (30.3476719 59.9213172, 30.34779849965222 59.92124472110306)"
БИОС,"LINESTRING (30.3639305 59.9359588, 30.363927804072254 59.93578446333909)"
БИОС,"LINESTRING (30.3639305 59.9359588, 30.363927804072254 59.93578446333909)"
,"LINESTRING (30.2398488 59.8843856, 30.2459963 59.8768192)"
Кристалл,"LINESTRING (30.2611859 59.8839938, 30.263144128844083 59.88202266061679)"
Ретро,"LINESTRING (30.2964987 59.9184296, 30.296388327652974 59.9183323566359)"
В гостях у Григорьевны,"LINESTRING (30.2971721 59.9176656, 30.297061570506553 59.91756821818231)"
Витал,"LINESTRING (30.2969553 59.9179089, 30.2968461447299 59.9178127289394)"
ПетроПрофТекстиль,"LINESTRING (30.3533089 59.9111103, 30.353325513850304 59.91120730571764)"
Продукты,"LINESTRING (30.2876798 59.9312567, 30.28765486124605 59.93134561308034)"
Продукты,"LINESTRING (30.2876798 59.9312567, 30.28765486124605 59.93134561308034)"
Радуга,"LINESTRING (30.2913599 59.9319143, 30.29160635096897 59.93215917333631)"
Теремок,"LINESTRING (30.2914002 59.931838, 30.291664520781126 59.932100628756544)"
"Библиотека, филиал 8","LINESTRING (30.4406261 59.7033951, 30.440494519130905 59.70365395710726)"
Восток-Запад,"LINESTRING (30.4722298 59.865921, 30.47205297236535 59.866094190323)"
Хаочи,"LINESTRING (30.295055 59.9264432, 30.295080549786356 59.92633043533907)"
Биофарм-38,"LINESTRING (30.2953304 59.9265063, 30.295356100843232 59.92639286864552)"
,"LINESTRING (30.299077 59.9271579, 30.29905914734343 59.92723532699609)"
Craft Beer Shop,"LINESTRING (30.3167477 59.9254697, 30.316711765104863 59.92579971709322)"
Буше,"LINESTRING (30.2685675 59.8510193, 30.26886923971599 59.85102189649678)"
Воскресенье,"LINESTRING (30.3066877 59.926883, 30.30667879309704 59.92681700870582)"
Булочная Ф. Вольчека,"LINESTRING (30.3079335 59.9267307, 30.307922492517765 59.92664914550216)"
,"LINESTRING (30.2963027 59.920168, 30.296325587700544 59.92006497666621)"
,"LINESTRING (30.2967874 59.9202763, 30.29681041872343 59.92017268689903)"
Газпромбанк,"LINESTRING (30.4707071 59.9182668, 30.471256268559006 59.91877984653998)"
Логос,"LINESTRING (30.3035854 59.9265264, 30.303763711683292 59.92651183419056)"
Газпромбанк,"LINESTRING (30.3219994 59.9261254, 30.321544527603205 59.92529688713646)"
Газпромбанк,"LINESTRING (30.3219994 59.9261254, 30.321544527603205 59.92529688713646)"
РеалЪ,"LINESTRING (30.2637986 59.8445741, 30.26371947607265 59.84439956587351)"
Продукты,"LINESTRING (30.2499876 59.845314, 30.250092213710648 59.84501751526854)"
Продукты,"LINESTRING (30.1782256 59.8185573, 30.178190502797225 59.818419077621265)"
Норман,"LINESTRING (30.3222524 59.9149389, 30.322276658540794 59.91485414450815)"
Бакерай,"LINESTRING (30.3222093 59.9149815, 30.322248091644415 59.914845968150416)"
РеалЪ,"LINESTRING (30.3254833 59.9158688, 30.325509411169524 59.91577724684598)"
Uno Сельпо,"LINESTRING (30.4532617 59.6997911, 30.45351849617496 59.69953530802472)"
Uno Сельпо,"LINESTRING (30.4532617 59.6997911, 30.45351849617496 59.69953530802472)"
Килька,"LINESTRING (30.4169154 59.7272933, 30.416782425296248 59.72689151705497)"
Килька,"LINESTRING (30.4169154 59.7272933, 30.416782425296248 59.72689151705497)"
Красное&Белое,"LINESTRING (30.312523 59.926147, 30.312513321883557 59.92606969846886)"
Ароматный мир,"LINESTRING (30.312736 59.9261205, 30.312726301235926 59.92604303355108)"
Mario,"LINESTRING (30.3126637 59.9264532, 30.312736031729266 59.926541763545714)"
Хачапурный домик,"LINESTRING (30.3943212 59.860049, 30.39441696038784 59.859702651916564)"
Хачапурный домик,"LINESTRING (30.3943212 59.860049, 30.39441696038784 59.859702651916564)"
Лексус Центр Пулково,"LINESTRING (30.3201919 59.804793, 30.320196058591417 59.80443512253054)"
Радуга,"LINESTRING (30.2960161 59.849183, 30.295942861039162 59.84805292749922)"
,"LINESTRING (30.3242763 59.853622, 30.32446456659076 59.85363287077794)"
,"LINESTRING (30.3242763 59.853622, 30.32446456659076 59.85363287077794)"
Санкт-Петербург 190098,"LINESTRING (30.2929839 59.9322281, 30.29306672902279 59.93194991360979)"
Петербургские аптеки,"LINESTRING (30.3531169 59.8543587, 30.351962953693377 59.853862431005524)"
Ветеринарный центр доктора Бурлакова,"LINESTRING (30.3816431 59.852315, 30.382418134619133 59.85303618588206)"
,"LINESTRING (30.1267918 59.7739571, 30.126692943795053 59.773535661821576)"
,"LINESTRING (30.1267918 59.7739571, 30.126692943795053 59.773535661821576)"
Подстанция скорой помощи №12,"LINESTRING (30.3630006 59.8750492, 30.362961805727632 59.875254054286955)"
Пятёрочка,"LINESTRING (30.3896535 59.8317851, 30.389522942528238 59.83229965106782)"
Россельхозбанк,"LINESTRING (30.3501177 59.8328047, 30.34994227672311 59.83247838272795)"
Альнаир,"LINESTRING (30.349548 59.8328689, 30.349473530362722 59.832730373749)"
1010 Cafe,"LINESTRING (30.4157782 59.7213704, 30.415670982070765 59.721507446885276)"
1010 Cafe,"LINESTRING (30.4157782 59.7213704, 30.415670982070765 59.721507446885276)"
Шаверма Хаус,"LINESTRING (30.3161417 59.9278371, 30.316226656140184 59.927919995893035)"
Империя платья,"LINESTRING (30.3163239 59.9276489, 30.316409591771162 59.92773251368443)"
Мелодия здоровья,"LINESTRING (30.31651 59.9274566, 30.316596478922428 59.927540981746716)"
Every dog,"LINESTRING (30.3157223 59.9279778, 30.31595177435261 59.92820170943546)"
Шаверма Хаус,"LINESTRING (30.3160712 59.9279099, 30.31615588230606 59.92799252869958)"
Павловопосадские платки,"LINESTRING (30.3165787 59.9269841, 30.316866164638764 59.927264593415714)"
TeaUmii,"LINESTRING (30.3167214 59.9272396, 30.316808051862917 59.92732415049328)"
Рид,"LINESTRING (30.2876422 59.9247659, 30.287664239923835 59.92466860767614)"
Millstream,"LINESTRING (30.2872457 59.9246793, 30.287268433828384 59.92457894452645)"
Первая помощь,"LINESTRING (30.2870082 59.9211287, 30.287034408943637 59.921015204657444)"
Сбербанк,"LINESTRING (30.2872582 59.9211835, 30.28728376629785 59.921072787574026)"
Разборка иномарок,"LINESTRING (30.6132889 59.7285982, 30.613232619330937 59.73080254700347)"
Шины,"LINESTRING (30.6129517 59.7284997, 30.61289312576549 59.73079387916443)"
Гимназия,"LINESTRING (30.2948847 59.9326697, 30.29493351342846 59.93250578847035)"
Дзирна,"LINESTRING (30.2930067 59.9328184, 30.292977113092793 59.93291678497359)"
Восточная кухня,"LINESTRING (30.4124008 59.8971679, 30.41232577390915 59.89734748972506)"
Шиномонтаж,"LINESTRING (30.497157 59.934959, 30.49719236032379 59.93541872241598)"
,"LINESTRING (30.6089213 59.7455435, 30.6086999 59.7458382)"
,"LINESTRING (30.6089213 59.7455435, 30.6086999 59.7458382)"
Наша клиника,"LINESTRING (30.4559744 59.9174995, 30.455797254131724 59.91677629592613)"
Контакт Бар,"LINESTRING (30.3542374 59.9303748, 30.354268848979874 59.930633595809745)"
Полтинник,"LINESTRING (30.3174257 59.8325173, 30.31747234838367 59.830933272182584)"
Региональный учебный центр ФГУП «Почта России»,"LINESTRING (30.302918 59.9310916, 30.302888620218773 59.93122712960869)"
Книжная Капелла,"LINESTRING (30.3021916 59.9318032, 30.30227239436861 59.93189757379638)"
Умная стоматология,"LINESTRING (30.3017729 59.928411, 30.301857431024622 59.928459934896715)"
Озерки,"LINESTRING (30.3472972 59.8342409, 30.347155158908638 59.83397666198439)"
Русская школа парикмахерского искусства,"LINESTRING (30.2823728 59.9235814, 30.282394836843206 59.92348576272852)"
Эстедент,"LINESTRING (30.2834058 59.9239332, 30.28345273126609 59.92372952390202)"
Минимаркет,"LINESTRING (30.3053608 59.9266019, 30.30536958984465 59.92667096685872)"
Продукты,"LINESTRING (30.3311451 59.9218338, 30.33117753107887 59.9217526089503)"
Магнит,"LINESTRING (30.1363243 59.7815754, 30.136303608076428 59.780764810581054)"
Магнит,"LINESTRING (30.1363243 59.7815754, 30.136303608076428 59.780764810581054)"
Брынза,"LINESTRING (30.3195507 59.902872, 30.319544490167743 59.90252008115005)"
,"LINESTRING (30.4954636 59.839385, 30.49559130584147 59.839842761914525)"
,"LINESTRING (30.2921327 59.913673, 30.2921297564645 59.91376228522869)"
Рюмка,"LINESTRING (30.2922003 59.9135543, 30.292343115856056 59.91356312531223)"
Рюмка,"LINESTRING (30.2922003 59.9135543, 30.292343115856056 59.91356312531223)"
"Носки, колготки, трикотаж","LINESTRING (30.2915367 59.9136537, 30.291533767951016 59.91374263681236)"
Юкка-Дент,"LINESTRING (30.2893236 59.9121686, 30.289327380139476 59.91205090093382)"
Юкка-Дент,"LINESTRING (30.2893236 59.9121686, 30.289327380139476 59.91205090093382)"
Шесть шампуров,"LINESTRING (30.2878107 59.9133794, 30.287975851032467 59.91338651743459)"
Фармакор,"LINESTRING (30.5841483 59.750601, 30.584136629975053 59.75047042468511)"
Инвестторгбанк,"LINESTRING (30.5851924 59.749534, 30.584757102524733 59.749725552873834)"
Инвестторгбанк,"LINESTRING (30.5851924 59.749534, 30.584757102524733 59.749725552873834)"
Пятёрочка,"LINESTRING (30.2894225 59.9113636, 30.28940035069508 59.912053244528266)"
Пятёрочка,"LINESTRING (30.2894225 59.9113636, 30.28940035069508 59.912053244528266)"
Отец и Сыр,"LINESTRING (30.2892683 59.9115979, 30.28925382684481 59.91204853862355)"
Продукты,"LINESTRING (30.2894116 59.9119321, 30.289407701620174 59.912053480617836)"
Продукты,"LINESTRING (30.2894116 59.9119321, 30.289407701620174 59.912053480617836)"
BB&Burgers,"LINESTRING (30.3265629 59.9346949, 30.32641426427835 59.93475336821753)"
Great Punjab,"LINESTRING (30.3577305 59.9303108, 30.357532427357746 59.93041770404808)"
Great Punjab,"LINESTRING (30.3577305 59.9303108, 30.357532427357746 59.93041770404808)"
Продукты,"LINESTRING (30.3572869 59.9294888, 30.357088787855943 59.929595725368046)"
Продукты,"LINESTRING (30.3572869 59.9294888, 30.357088787855943 59.929595725368046)"
Продукты,"LINESTRING (30.3575864 59.9300423, 30.357387696054232 59.93014954477611)"
Продукты,"LINESTRING (30.3575864 59.9300423, 30.357387696054232 59.93014954477611)"
,"LINESTRING (30.2899138 59.9114202, 30.289893252518556 59.912068900552484)"
,"LINESTRING (30.2899138 59.9114202, 30.289893252518556 59.912068900552484)"
Moda i Comfort,"LINESTRING (30.305641 59.9170782, 30.305654005306256 59.91604462039789)"
Антикафе,"LINESTRING (30.455207 59.924088, 30.455093082971096 59.92362043162331)"
Домашний театр Г. Р. Державина,"LINESTRING (30.3102794 59.9188937, 30.310144566067773 59.919482538641134)"
Продукты,"LINESTRING (30.3739567 59.807882, 30.374058816503194 59.808118155811535)"
Продукты,"LINESTRING (30.3739567 59.807882, 30.374058816503194 59.808118155811535)"
Ханбай,"LINESTRING (30.4880403 59.884465, 30.48801219196789 59.88478765913703)"
Мимигранты,"LINESTRING (30.2535671 59.9334296, 30.25366150871471 59.933052231409356)"
Мимигранты,"LINESTRING (30.2535671 59.9334296, 30.25366150871471 59.933052231409356)"
Екатерингофская,"LINESTRING (30.2861084 59.911548, 30.286062341525145 59.91150815897123)"
Движком,"LINESTRING (30.2857803 59.9117712, 30.285811479025533 59.91179817016037)"
Ланселот,"LINESTRING (30.2875274 59.9095522, 30.28752865475243 59.90940135907558)"
Время обедать,"LINESTRING (30.2860375 59.8959699, 30.286185547202965 59.89574606568115)"
Шашлык Хауз,"LINESTRING (30.3665931 59.9310345, 30.366539398722743 59.93110635067137)"
Теремок,"LINESTRING (30.3658592 59.9302859, 30.365864464176997 59.93030386704067)"
Движком,"LINESTRING (30.3381181 59.8330465, 30.338559561544095 59.833867815881526)"
,"LINESTRING (30.3638146 59.8758575, 30.36388403535902 59.875498671976494)"
,"LINESTRING (30.3524251 59.9014564, 30.352586249736735 59.90130827329453)"
Первая помощь,"LINESTRING (30.4804617 59.9227729, 30.480578099795544 59.922270480949116)"
Первая помощь,"LINESTRING (30.4804617 59.9227729, 30.480578099795544 59.922270480949116)"
Продукты,"LINESTRING (30.3724225 59.854439, 30.372345334877547 59.85498207707108)"
Children Orthopedic Center,"LINESTRING (30.3476537 59.9454686, 30.348569309705233 59.94541119970428)"
Лисья нора,"LINESTRING (30.3515795 59.8334653, 30.351550143173082 59.833829535577046)"
Мелодия здоровья,"LINESTRING (30.1692112 59.8325938, 30.16921472421484 59.833059554195444)"
Мелодия здоровья,"LINESTRING (30.1692112 59.8325938, 30.16921472421484 59.833059554195444)"
Пятёрочка,"LINESTRING (30.4832148 59.904992, 30.483699864349823 59.90537068660113)"
Сушишоп,"LINESTRING (30.4794528 59.9063149, 30.479513805081663 59.9060565519886)"
Кофе Хауз,"LINESTRING (30.350116 59.8692484, 30.3518165 59.8706466)"
Кофе Хауз,"LINESTRING (30.350116 59.8692484, 30.3518165 59.8706466)"
Теремок,"LINESTRING (30.3496728 59.869743, 30.35175321802609 59.87077426199121)"
Теремок,"LINESTRING (30.3496728 59.869743, 30.35175321802609 59.87077426199121)"
Donna,"LINESTRING (30.3569708 59.8394541, 30.357854503403246 59.839835373793356)"
Вместе,"LINESTRING (30.3570302 59.8393582, 30.35789870805395 59.83973291776059)"
Метрополь,"LINESTRING (30.333122 59.9330696, 30.33307231267485 59.933169968794466)"
Calvin Klein Jeans,"LINESTRING (30.516803 59.8933362, 30.5168863461411 59.892999645560465)"
Calvin Klein,"LINESTRING (30.3206502 59.9251941, 30.320900699100175 59.92565036362088)"
Calvin Klein,"LINESTRING (30.3206502 59.9251941, 30.320900699100175 59.92565036362088)"
Тан Жен,"LINESTRING (30.3448624 59.9391959, 30.345131118934777 59.939180471851536)"
Норман,"LINESTRING (30.3492906 59.9427592, 30.349285952585618 59.94289024389099)"
Норман,"LINESTRING (30.3492906 59.9427592, 30.349285952585618 59.94289024389099)"
Фермерские продукты,"LINESTRING (30.346157 59.9426375, 30.346151607417674 59.942751186848504)"
FASHIONFABRIQUE,"LINESTRING (30.3473968 59.9442926, 30.348489511858244 59.94421865151133)"
Фермер,"LINESTRING (30.3439614 59.9425503, 30.343957151545542 59.942658183736)"
Дикси,"LINESTRING (30.3464085 59.9428481, 30.3464125099267 59.94276356240714)"
Дикси,"LINESTRING (30.3464085 59.9428481, 30.3464125099267 59.94276356240714)"
Пятёрочка,"LINESTRING (30.4270619 59.8851904, 30.42703819119494 59.8853692137596)"
Продукты,"LINESTRING (30.4826764 59.9379857, 30.482569761939637 59.93660840181858)"
Продукты,"LINESTRING (30.3464757 59.8346821, 30.346333824539748 59.834418170106744)"
Северо-Западный институт управления,"LINESTRING (30.2687194 59.940461, 30.26876104183284 59.9403178587812)"
Пятёрочка,"LINESTRING (30.3046004 59.8741073, 30.305719246950396 59.874056779594646)"
,"LINESTRING (30.3714641 59.8421684, 30.37218634351071 59.842332873359766)"
,"LINESTRING (30.3714641 59.8421684, 30.37218634351071 59.842332873359766)"
Лицей «Саша»,"LINESTRING (30.3174561 59.8622798, 30.317464625244632 59.861697893394044)"
Адмиралтейство,"LINESTRING (30.398957 59.710432, 30.39909612944998 59.70983143823946)"
Продукты,"LINESTRING (30.2809628 59.9116593, 30.280959254879836 59.911767369683474)"
Пятёрочка,"LINESTRING (30.2825035 59.9117096, 30.28249994697748 59.911817910579394)"
Пятёрочка,"LINESTRING (30.2825035 59.9117096, 30.28249994697748 59.911817910579394)"
Subway,"LINESTRING (30.3154876 59.866321, 30.31549140703392 59.86607519474614)"
Lucky Pizza,"LINESTRING (30.3163527 59.9154435, 30.316354147606777 59.915323951057815)"
Пельмондо,"LINESTRING (30.3096374 59.9154243, 30.30963991198176 59.915227602397714)"
Невис,"LINESTRING (30.3069921 59.9093221, 30.306989642515635 59.90913361752924)"
,"LINESTRING (30.3902429 59.8835693, 30.389853623177803 59.8831391413106)"
Норман,"LINESTRING (30.2898008 59.9179976, 30.289753951000367 59.918127940721156)"
Mr. O,"LINESTRING (30.3142594 59.9162737, 30.31426317585807 59.9161596092179)"
Etlon Coffee,"LINESTRING (30.3131325 59.916234, 30.313133724338186 59.916140379128315)"
Изюминка,"LINESTRING (30.411808 59.9236518, 30.411878062628908 59.92343811348651)"
ВетЛюкс,"LINESTRING (30.3122947 59.9134748, 30.312290242718923 59.9138183470414)"
Фермерские продукты,"LINESTRING (30.3137967 59.9132047, 30.31379805303723 59.91310648005259)"
Продукты,"LINESTRING (30.3138409 59.9124998, 30.31384265060534 59.91237974502774)"
Юкка-Дент,"LINESTRING (30.3101921 59.9124516, 30.310193923581423 59.912326540392385)"
Barbyshop,"LINESTRING (30.317355 59.9116165, 30.317353900533718 59.91169624421203)"
ВкусВилл,"LINESTRING (30.3180296 59.9116236, 30.318028470193557 59.911705544781654)"
Blud.shop,"LINESTRING (30.3147896 59.9115774, 30.31478844911956 59.91166087327718)"
Шиповник,"LINESTRING (30.3149536 59.9115798, 30.31495245103378 59.91166313443909)"
21 верста,"LINESTRING (30.3174928 59.9117979, 30.317494174905065 59.91169817823254)"
Вы Дао,"LINESTRING (30.316238 59.9117864, 30.316239454862973 59.91168087889075)"
Fornarina,"LINESTRING (30.3150289 59.9117759, 30.315030439920097 59.91166420970398)"
Продукты,"LINESTRING (30.3142811 59.9117688, 30.314282684172394 59.91165390008763)"
Etlon Coffee,"LINESTRING (30.3164617 59.9117883, 30.31646313853842 59.91168396290968)"
Zinger,"LINESTRING (30.3180154 59.9120309, 30.31819793601065 59.91203963438608)"
Studio 212,"LINESTRING (30.3173303 59.9125434, 30.317331689683083 59.91241958642508)"
Jeans Group,"LINESTRING (30.3174359 59.9122781, 30.31743429903038 59.912420738112)"
Say Me,"LINESTRING (30.3180055 59.9122516, 30.31800352988387 59.912427127156896)"
Wrap Roll,"LINESTRING (30.3179962 59.9128394, 30.31815970881355 59.91284706413053)"
ОТП Банк,"LINESTRING (30.3179913 59.9130869, 30.31799013551067 59.91316715884837)"
Винотека Форт,"LINESTRING (30.3177133 59.9134713, 30.317717770173147 59.9131632070532)"
Вместе,"LINESTRING (30.3179589 59.9135948, 30.31812358471671 59.91360278571765)"
Выпечка АМ!,"LINESTRING (30.3179725 59.9134818, 30.318129083243146 59.913489392869536)"
Секонд-хенд,"LINESTRING (30.316355 59.9137822, 30.316353886385116 59.91387028929785)"
Магнит,"LINESTRING (30.3146376 59.8595438, 30.31439390672008 59.85953004089763)"
Valentina,"LINESTRING (30.3145725 59.9144829, 30.31457123241142 59.91456471008588)"
Street,"LINESTRING (30.3171646 59.9145147, 30.317163202868027 59.91460487080826)"
Кушать подано,"LINESTRING (30.3179334 59.9143049, 30.31809015626211 59.91431260295741)"
Slurp,"LINESTRING (30.3179261 59.9144847, 30.31792405537957 59.914616659671985)"
Озерки,"LINESTRING (30.3178765 59.9150556, 30.31805536718882 59.91506353978975)"
Измайловская,"LINESTRING (30.3084888 59.9114191, 30.308486816875934 59.911574827426705)"
Детская библиотека (филиал №14),"LINESTRING (30.3125748 59.9139295, 30.312576193996556 59.91382205705797)"
Пятёрочка,"LINESTRING (30.3145939 59.8604946, 30.314340245327667 59.860480269778314)"
Grand Kafe Milana,"LINESTRING (30.3145774 59.8611452, 30.31430359002843 59.861129754154895)"
Кредит Европа Банк,"LINESTRING (30.3194353 59.8611413, 30.319597434107443 59.86113159151724)"
Кредит Европа Банк,"LINESTRING (30.3194353 59.8611413, 30.319597434107443 59.86113159151724)"
Радуга,"LINESTRING (30.3184351 59.8613983, 30.318431751783468 59.861651008684156)"
Клиника Бобыря,"LINESTRING (30.3172903 59.8610701, 30.31728278814725 59.861635765275196)"
Help,"LINESTRING (30.3077329 59.9109276, 30.30752353482341 59.910936512630876)"
Спасибо!,"LINESTRING (30.3077264 59.9104475, 30.30750312228102 59.91045700488483)"
Ардент,"LINESTRING (30.3113724 59.9115319, 30.311371265932006 59.91161342226)"
apteka.ru,"LINESTRING (30.3115307 59.9117374, 30.31153239349094 59.91161566372886)"
Эмидент,"LINESTRING (30.3131345 59.9117577, 30.31313616552529 59.911637974034456)"
Друзья красоты,"LINESTRING (30.3128957 59.9117548, 30.312897371394396 59.91163465213464)"
Гарсон,"LINESTRING (30.3248852 59.932798, 30.324859881083164 59.9328629597942)"
Продукты,"LINESTRING (30.3244696 59.9335151, 30.32450126695663 59.93368883529899)"
Продукты,"LINESTRING (30.3244696 59.9335151, 30.32450126695663 59.93368883529899)"
Мамалыга,"LINESTRING (30.3234186 59.9337141, 30.32344895571959 59.93388064142301)"
Мамалыга,"LINESTRING (30.3234186 59.9337141, 30.32344895571959 59.93388064142301)"
terrassa,"LINESTRING (30.3225758 59.9339163, 30.322862865726666 59.933643548266346)"
terrassa,"LINESTRING (30.3225758 59.9339163, 30.322862865726666 59.933643548266346)"
Рибай,"LINESTRING (30.322464 59.933708, 30.32270580856975 59.93347824876018)"
Рибай,"LINESTRING (30.322464 59.933708, 30.32270580856975 59.93347824876018)"
Вацлав Замок,"LINESTRING (30.4172697 59.9730645, 30.41717825217761 59.97268959097234)"
Exist.ru,"LINESTRING (29.8146849 59.9056833, 29.813939506424802 59.905278623616354)"
,"LINESTRING (30.6669592 59.943282, 30.5594043 59.9731805)"
,"LINESTRING (30.6669592 59.943282, 30.5594043 59.9731805)"
Магнит,"LINESTRING (30.3180574 59.9111729, 30.31823778411658 59.911181109548515)"
Первая помощь,"LINESTRING (30.4849234 59.9227187, 30.484842255920498 59.92306282381364)"
Первая помощь,"LINESTRING (30.4849234 59.9227187, 30.484842255920498 59.92306282381364)"
SalDeRiso,"LINESTRING (30.3543229 59.9301621, 30.354469148322163 59.93006973557596)"
Радость,"LINESTRING (30.3171572 59.9097534, 30.317158455476978 59.90962925264193)"
Продукты,"LINESTRING (30.3164086 59.9097512, 30.316409909781587 59.909621682751585)"
Свежий хлеб,"LINESTRING (30.3218585 59.9148248, 30.32188233109855 59.91474140063443)"
Old Friends,"LINESTRING (30.3213677 59.9143005, 30.32134367749465 59.91438510378084)"
Открой Европу,"LINESTRING (30.3191298 59.9145687, 30.31929196480046 59.91400120136624)"
Горздрав,"LINESTRING (30.359601 59.9437761, 30.359602966166943 59.94389344476025)"
О’Кей,"LINESTRING (30.3574527 59.8782033, 30.3570077 59.879696)"
О’Кей,"LINESTRING (30.3574527 59.8782033, 30.3570077 59.879696)"
О’Кей,"LINESTRING (30.3574527 59.8782033, 30.3570077 59.879696)"
Газпромбанк,"LINESTRING (30.4084534 59.8964834, 30.408739701869408 59.89694292090407)"
Дикси,"LINESTRING (30.3615106 59.9393852, 30.361511811333894 59.9394647698258)"
Дикси,"LINESTRING (30.3615106 59.9393852, 30.361511811333894 59.9394647698258)"
Санктъ-Петербургъ Опера,"LINESTRING (30.2928849 59.9329726, 30.29290794070064 59.932895983045476)"
Пятёрочка,"LINESTRING (30.2834147 59.925525, 30.28329878056045 59.92545113539447)"
Булочные Ф. Вольчека,"LINESTRING (30.318924 59.9361102, 30.318936768623516 59.93621409711306)"
Литературное кафе,"LINESTRING (30.3190621 59.9364107, 30.31904865589085 59.93629588022146)"
Casa del Мясо,"LINESTRING (30.3024177 59.9436627, 30.302424747266226 59.94352919176454)"
Eurospar,"LINESTRING (30.2840605 59.9445506, 30.284030950394282 59.94465057316798)"
Сбербанк,"LINESTRING (30.3718758 59.8554436, 30.371898708300233 59.855264804765135)"
Продукты,"LINESTRING (30.273046 59.9418003, 30.273191889466013 59.9419685185834)"
ВкусВилл,"LINESTRING (30.2736515 59.941862, 30.27368623380131 59.94174387189349)"
Долголетие,"LINESTRING (30.3225382 59.9141994, 30.32265292604284 59.91431935796074)"
Долголетие,"LINESTRING (30.3225382 59.9141994, 30.32265292604284 59.91431935796074)"
Солод и хмель,"LINESTRING (30.3229832 59.9137922, 30.32308873942628 59.91390255240161)"
Айсберг,"LINESTRING (30.3237404 59.9130409, 30.32385950760087 59.913165452597745)"
Gills,"LINESTRING (30.3219549 59.9325034, 30.32173474312213 59.93286553733386)"
Gills,"LINESTRING (30.3219549 59.9325034, 30.32173474312213 59.93286553733386)"
Тан Жен,"LINESTRING (30.2840815 59.9399499, 30.284096311591437 59.939899538161654)"
Секонд хенд,"LINESTRING (30.3192952 59.9113825, 30.319317314871792 59.91130817123481)"
Дикси,"LINESTRING (30.3721687 59.9382129, 30.372186018453437 59.93828739101631)"
Диадент,"LINESTRING (30.3242203 59.9140038, 30.324395856021866 59.91419143249906)"
Аптечный пункт,"LINESTRING (30.3716438 59.8060986, 30.371663401882685 59.805939211076144)"
